"","mu","sigma","nu","x","C3","C10","C25","C50","C75","C90","C97"
"1",1.91859130695763,0.365104254360278,0.190405958007245,0,0.919129638130124,1.1752976669309,1.4908875754508,1.91859130695763,2.44061781946679,3.00359240298774,3.6581250466335
"2",2.86951191713906,0.363118615520823,0.202912949967429,2.21212121212121,1.37573203626379,1.76002266329307,2.23206410589481,2.86951191713906,3.6443215129349,4.47639587376249,5.43975604439813
"3",3.80444048759273,0.361143775691457,0.215419942269899,4.42424242424242,1.82538016720804,2.33640679683658,2.96227463337218,3.80444048759273,4.82389100245568,5.91415403800758,7.1712751674995
"4",4.71832124489335,0.359179676144222,0.227926935049047,6.63636363636364,2.26564565961553,2.90131717606941,3.6775416255551,4.71832124489335,5.97308691214441,7.30953562667648,8.84433544781425
"5",5.60609617308314,0.357226258470508,0.240433928439114,8.84848484848485,2.69409092806852,3.45160322305479,4.37386988141845,5.60609617308314,7.08570408754073,8.65529646594505,10.4507464904019
"6",6.46335144659644,0.355283464579337,0.252940922593691,11.0606060606061,3.10857975186335,3.9844949378647,5.0477513708228,6.46335144659644,8.15638637439418,9.94527068324594,11.9836650002239
"7",7.28878051049896,0.353351236695743,0.265447917759682,13.2727272727273,3.50846383096347,4.49912559333316,5.69809329504106,7.28878051049896,9.18372275560131,11.1781282839015,13.4420977892077
"8",8.08205954655104,0.351429517358958,0.277954914213419,15.4848484848485,3.89356524807764,4.99523081194924,6.32456769491125,8.08205954655104,10.1675436273516,12.3540467804916,14.8268479594518
"9",8.84286859442533,0.34951824942068,0.290461912232716,17.6969696969697,4.26370639917038,5.47254664917441,6.92684851879285,8.84286859442533,11.1076816368983,13.4731952334751,16.1386821922616
"10",9.5708531890564,0.347617376043295,0.302968912087484,19.9090909090909,4.61869144931477,5.93078582214113,7.50458156539961,9.5708531890564,12.0039236006481,14.5356764648279,17.3782631219363
"11",10.2659131536753,0.345726840698739,0.315475914105735,22.1212121212121,4.95844570769285,6.36981674661802,8.0576110279843,10.2659131536753,12.8563725627271,15.5419656480176,18.546674732923
"12",10.928885639028,0.343846587168112,0.327982918829566,24.3333333333333,5.28334633151374,6.7900889286203,8.58651714169118,10.928885639028,13.6662996115473,16.4939356313802,19.6466407665088
"13",11.561019773454,0.341976559538961,0.340489926895172,26.5454545454545,5.59397014165833,7.19230997404936,9.09220669335302,11.561019773454,14.4354793869059,17.3940453224344,20.6815460018233
"14",12.1635552584303,0.340116702202799,0.352996938936589,28.7575757575758,5.89089048040305,7.57718481628406,9.575582895586,12.1635552584303,15.1656611975362,18.2446994014775,21.6546719245306
